,coordinates_x,coordinates_y,bus_code,line,time_stamp,id
188,-56.005833,-34.865334,269,7899,2018-10-02T17:55:58,269
189,-56.00589,-34.865334,249,7899,2018-10-02T17:02:57,249
190,-56.00625,-34.86564,252,863,2018-10-02T17:05:42,252
191,-56.006973,-34.86597,269,863,2018-10-02T17:45:58,269
192,-56.007442,-34.866222,918,863,2018-10-02T17:58:58,918
193,-56.008026,-34.866386,269,7899,2018-10-02T17:56:13,269
194,-56.008583,-34.866665,249,7899,2018-10-02T17:03:12,249
195,-56.00889,-34.866833,252,7899,2018-10-02T17:20:57,252
196,-56.009056,-34.867085,252,863,2018-10-02T17:05:27,252
197,-56.009304,-34.86725,269,863,2018-10-02T17:45:43,269
198,-56.009666,-34.86739,918,863,2018-10-02T17:58:43,918
199,-56.010223,-34.867584,269,7899,2018-10-02T17:56:28,269
200,-56.01114,-34.868084,249,7899,2018-10-02T17:03:27,249
201,-56.011387,-34.868195,252,7899,2018-10-02T17:21:12,252
202,-56.011776,-34.868526,918,863,2018-10-02T17:58:28,918
203,-56.01186,-34.868637,269,863,2018-10-02T17:45:27,269
204,-56.01214,-34.86861,269,7899,2018-10-02T17:56:43,269
205,-56.01375,-34.86972,252,7899,2018-10-02T17:21:27,252
206,-56.01375,-34.86972,252,7899,2018-10-02T17:21:42,252
207,-56.01375,-34.86989,918,863,2018-10-02T17:58:13,918
208,-56.013832,-34.869778,269,7899,2018-10-02T17:56:58,269
209,-56.01389,-34.869804,249,7899,2018-10-02T17:03:42,249
210,-56.01389,-34.869804,249,7899,2018-10-02T17:03:57,249
211,-56.014084,-34.87022,269,863,2018-10-02T17:45:12,269
212,-56.01522,-34.870777,249,7899,2018-10-02T17:04:12,249
213,-56.015667,-34.871056,269,7899,2018-10-02T17:57:13,269
214,-56.015667,-34.871056,269,7899,2018-10-02T17:57:28,269
215,-56.01575,-34.87125,918,863,2018-10-02T17:57:58,918
216,-56.01636,-34.871525,269,863,2018-10-02T17:44:57,269
217,-56.01647,-34.87164,252,863,2018-10-02T17:04:42,252
218,-56.01647,-34.87164,252,863,2018-10-02T17:04:57,252
219,-56.01647,-34.87164,252,863,2018-10-02T17:05:12,252
220,-56.017166,-34.871723,249,7899,2018-10-02T17:04:27,249
221,-56.01761,-34.87208,918,863,2018-10-02T17:57:43,918
222,-56.018192,-34.872192,252,7899,2018-10-02T17:21:57,252
223,-56.018417,-34.8725,252,863,2018-10-02T17:04:27,252
224,-56.018585,-34.872528,918,863,2018-10-02T17:57:28,918
225,-56.01886,-34.872665,918,863,2018-10-02T17:57:13,918
226,-56.019,-34.872723,269,863,2018-10-02T17:44:42,269
227,-56.01936,-34.87275,269,7899,2018-10-02T17:57:43,269
228,-56.01936,-34.87275,269,7899,2018-10-02T17:57:58,269
229,-56.019444,-34.87275,252,7899,2018-10-02T17:22:12,252
230,-56.01969,-34.87286,249,7899,2018-10-02T17:04:42,249
231,-56.020275,-34.866055,96,372,2018-10-02T16:52:56,96
232,-56.020275,-34.866,28,372,2018-10-02T17:57:13,28
233,-56.020306,-34.866028,56,372,2018-10-02T17:06:57,56
234,-56.020306,-34.866085,56,372,2018-10-02T17:06:42,56
235,-56.020332,-34.87314,252,7899,2018-10-02T17:22:27,252
236,-56.02036,-34.86611,1107,372,2018-10-02T17:25:57,1107
237,-56.02036,-34.86611,1107,372,2018-10-02T17:26:12,1107
238,-56.02036,-34.86611,1107,372,2018-10-02T17:26:27,1107
239,-56.02039,-34.86625,96,372,2018-10-02T16:52:26,96
240,-56.02039,-34.86625,96,372,2018-10-02T16:52:41,96
241,-56.020584,-34.86586,56,372,2018-10-02T17:07:12,56
242,-56.02075,-34.8735,918,863,2018-10-02T17:56:58,918
243,-56.02089,-34.865887,28,372,2018-10-02T17:57:28,28
244,-56.021053,-34.86586,96,372,2018-10-02T16:53:11,96
245,-56.021053,-34.866028,986,395,2018-10-02T17:11:12,986
246,-56.021053,-34.866028,986,395,2018-10-02T17:11:27,986
247,-56.021053,-34.866028,986,395,2018-10-02T17:11:42,986
248,-56.021053,-34.866028,986,395,2018-10-02T17:11:57,986
249,-56.021053,-34.866028,986,395,2018-10-02T17:12:12,986
250,-56.021053,-34.866806,1107,372,2018-10-02T17:25:42,1107
251,-56.021084,-34.866055,986,395,2018-10-02T17:12:27,986
252,-56.021084,-34.86675,56,372,2018-10-02T17:06:27,56
253,-56.021084,-34.866,1107,395,2018-10-02T17:47:43,1107
254,-56.021084,-34.873665,252,863,2018-10-02T17:04:12,252
255,-56.02111,-34.865833,986,372,2018-10-02T16:41:11,986
256,-56.02111,-34.865917,56,395,2018-10-02T17:33:42,56
257,-56.021168,-34.867,28,372,2018-10-02T17:56:58,28
258,-56.021168,-34.87369,269,863,2018-10-02T17:44:27,269
259,-56.021194,-34.865723,54,395,2018-10-02T16:47:26,54
260,-56.021194,-34.865723,54,395,2018-10-02T16:47:41,54
261,-56.021194,-34.865723,54,395,2018-10-02T16:47:56,54
262,-56.021194,-34.865723,54,395,2018-10-02T16:48:11,54
263,-56.021194,-34.866917,96,372,2018-10-02T16:51:26,96
264,-56.021194,-34.866917,96,372,2018-10-02T16:51:41,96
265,-56.021194,-34.866917,96,372,2018-10-02T16:51:56,96
266,-56.021194,-34.866917,96,372,2018-10-02T16:52:11,96
267,-56.021194,-34.867195,56,372,2018-10-02T17:06:12,56
268,-56.021194,-34.867943,96,372,2018-10-02T16:51:11,96
269,-56.02125,-34.86786,986,395,2018-10-02T17:13:12,986
270,-56.021305,-34.86739,56,395,2018-10-02T17:34:27,56
271,-56.021305,-34.867416,54,395,2018-10-02T16:48:56,54
272,-56.021305,-34.867916,1107,395,2018-10-02T17:48:28,1107
273,-56.02133,-34.866276,54,395,2018-10-02T16:48:26,54
274,-56.02133,-34.868168,96,395,2018-10-02T17:16:57,96
275,-56.02133,-34.868443,56,372,2018-10-02T17:05:57,56
276,-56.02133,-34.868553,28,372,2018-10-02T17:56:43,28
277,-56.02139,-34.86886,1107,372,2018-10-02T17:25:27,1107
278,-56.0215,-34.86553,56,372,2018-10-02T17:07:27,56
279,-56.0215,-34.86861,56,395,2018-10-02T17:34:42,56
280,-56.021526,-34.866528,56,395,2018-10-02T17:33:57,56
281,-56.021526,-34.86878,54,395,2018-10-02T16:49:11,54
282,-56.021584,-34.865417,54,395,2018-10-02T16:47:11,54
283,-56.02161,-34.865444,1107,372,2018-10-02T17:26:42,1107
284,-56.02161,-34.865444,1107,372,2018-10-02T17:26:57,1107
285,-56.02161,-34.865444,1107,372,2018-10-02T17:27:12,1107
286,-56.02161,-34.865444,1107,372,2018-10-02T17:27:27,1107
287,-56.02161,-34.865444,1107,372,2018-10-02T17:27:42,1107
288,-56.02161,-34.865444,1107,372,2018-10-02T17:27:57,1107
289,-56.02161,-34.865444,1107,372,2018-10-02T17:28:12,1107
290,-56.02161,-34.865444,1107,372,2018-10-02T17:28:27,1107
291,-56.02161,-34.865444,1107,372,2018-10-02T17:28:42,1107
292,-56.02161,-34.865444,1107,372,2018-10-02T17:28:57,1107
293,-56.02161,-34.865444,1107,372,2018-10-02T17:29:12,1107
294,-56.02161,-34.865444,1107,372,2018-10-02T17:29:27,1107
295,-56.02161,-34.865444,1107,372,2018-10-02T17:29:42,1107
296,-56.02161,-34.865444,1107,372,2018-10-02T17:29:57,1107
297,-56.02161,-34.865444,1107,372,2018-10-02T17:30:12,1107
298,-56.02161,-34.865444,1107,372,2018-10-02T17:30:27,1107
299,-56.02161,-34.865444,1107,372,2018-10-02T17:30:42,1107
300,-56.02161,-34.865444,1107,372,2018-10-02T17:30:57,1107
301,-56.02161,-34.865444,1107,372,2018-10-02T17:31:12,1107
302,-56.02161,-34.865444,1107,372,2018-10-02T17:31:27,1107
303,-56.02161,-34.865444,1107,372,2018-10-02T17:31:42,1107
304,-56.02161,-34.865444,1107,372,2018-10-02T17:31:57,1107
305,-56.02161,-34.865444,1107,372,2018-10-02T17:32:12,1107
306,-56.02161,-34.865444,1107,372,2018-10-02T17:32:27,1107
307,-56.02161,-34.865444,1107,372,2018-10-02T17:32:42,1107
308,-56.02161,-34.865444,1107,372,2018-10-02T17:32:57,1107
309,-56.02161,-34.865444,1107,372,2018-10-02T17:33:12,1107
310,-56.02161,-34.865444,1107,372,2018-10-02T17:33:27,1107
311,-56.02161,-34.865444,1107,372,2018-10-02T17:33:42,1107
312,-56.02161,-34.865444,1107,372,2018-10-02T17:33:57,1107
313,-56.02161,-34.865444,1107,372,2018-10-02T17:34:12,1107
314,-56.02161,-34.865444,1107,372,2018-10-02T17:34:27,1107
315,-56.02161,-34.865444,1107,372,2018-10-02T17:34:42,1107
316,-56.02161,-34.865444,1107,372,2018-10-02T17:34:57,1107
317,-56.02161,-34.865444,1107,372,2018-10-02T17:35:12,1107
318,-56.02161,-34.865444,1107,372,2018-10-02T17:35:27,1107
319,-56.02161,-34.865444,1107,372,2018-10-02T17:35:42,1107
320,-56.02161,-34.865444,1107,372,2018-10-02T17:35:57,1107
321,-56.02161,-34.865444,1107,372,2018-10-02T17:36:12,1107
322,-56.02161,-34.865444,1107,372,2018-10-02T17:36:27,1107
323,-56.02161,-34.867195,96,395,2018-10-02T17:16:42,96
324,-56.02161,-34.86939,28,372,2018-10-02T17:56:13,28
325,-56.02161,-34.86939,28,372,2018-10-02T17:56:28,28
326,-56.02161,-34.86939,96,372,2018-10-02T16:50:56,96
327,-56.021637,-34.86669,986,395,2018-10-02T17:12:42,986
328,-56.021637,-34.86936,56,372,2018-10-02T17:05:42,56
329,-56.021667,-34.868973,1107,395,2018-10-02T17:48:43,1107
330,-56.021694,-34.86547,1107,395,2018-10-02T17:47:28,1107
331,-56.021694,-34.869083,56,395,2018-10-02T17:34:57,56
332,-56.021694,-34.869556,28,372,2018-10-02T17:55:58,28
333,-56.021694,-34.869778,96,372,2018-10-02T16:50:26,96
334,-56.021694,-34.869778,96,372,2018-10-02T16:50:41,96
335,-56.02175,-34.86536,96,395,2018-10-02T17:16:12,96
336,-56.02178,-34.86725,1107,395,2018-10-02T17:48:13,1107
337,-56.021805,-34.869526,96,395,2018-10-02T17:17:12,96
338,-56.021805,-34.869526,96,395,2018-10-02T17:17:27,96
339,-56.02183,-34.869473,1107,395,2018-10-02T17:48:58,1107
340,-56.02183,-34.869637,986,395,2018-10-02T17:13:27,986
341,-56.02183,-34.869804,56,372,2018-10-02T17:05:27,56
342,-56.02186,-34.865166,96,372,2018-10-02T16:53:26,96
343,-56.02189,-34.865387,986,395,2018-10-02T17:10:57,986
344,-56.021942,-34.86686,1107,395,2018-10-02T17:47:58,1107
345,-56.021973,-34.86525,56,395,2018-10-02T17:33:27,56
346,-56.022057,-34.869915,56,395,2018-10-02T17:35:12,56
347,-56.022083,-34.86697,96,395,2018-10-02T17:16:27,96
348,-56.022083,-34.867332,986,395,2018-10-02T17:12:57,986
349,-56.02211,-34.865166,28,372,2018-10-02T17:57:43,28
350,-56.02211,-34.865166,28,372,2018-10-02T17:57:58,28
351,-56.02211,-34.865166,28,372,2018-10-02T17:58:13,28
352,-56.02211,-34.865166,28,372,2018-10-02T17:58:28,28
353,-56.02211,-34.865166,28,372,2018-10-02T17:58:43,28
354,-56.02211,-34.865166,28,372,2018-10-02T17:58:58,28
355,-56.02211,-34.865166,28,372,2018-10-02T17:59:13,28
356,-56.02211,-34.865166,28,372,2018-10-02T17:59:28,28
357,-56.02211,-34.865166,28,372,2018-10-02T17:59:43,28
358,-56.02211,-34.865166,28,372,2018-10-02T17:59:58,28
359,-56.02211,-34.865166,28,372,2018-10-02T18:00:13,28
360,-56.02211,-34.865166,28,372,2018-10-02T18:00:28,28
361,-56.02211,-34.865166,28,372,2018-10-02T18:00:43,28
362,-56.02211,-34.865166,28,372,2018-10-02T18:00:58,28
363,-56.02211,-34.865166,28,372,2018-10-02T18:01:13,28
364,-56.02211,-34.865166,28,372,2018-10-02T18:01:28,28
365,-56.02211,-34.865166,28,372,2018-10-02T18:01:43,28
366,-56.02211,-34.865166,28,372,2018-10-02T18:01:58,28
367,-56.02211,-34.865166,28,372,2018-10-02T18:02:13,28
368,-56.02211,-34.865166,28,372,2018-10-02T18:02:28,28
369,-56.02211,-34.865166,28,372,2018-10-02T18:02:43,28
370,-56.02211,-34.865166,28,372,2018-10-02T18:02:58,28
371,-56.02211,-34.865166,28,372,2018-10-02T18:03:13,28
372,-56.02211,-34.865166,28,372,2018-10-02T18:03:28,28
373,-56.02211,-34.865166,28,372,2018-10-02T18:03:43,28
374,-56.02211,-34.865166,28,372,2018-10-02T18:03:58,28
375,-56.02211,-34.865166,28,372,2018-10-02T18:04:13,28
376,-56.02211,-34.865166,28,372,2018-10-02T18:04:28,28
377,-56.02211,-34.865166,28,372,2018-10-02T18:04:43,28
378,-56.02211,-34.865166,28,372,2018-10-02T18:04:58,28
379,-56.02211,-34.865166,28,372,2018-10-02T18:05:13,28
380,-56.02211,-34.865166,28,372,2018-10-02T18:05:28,28
381,-56.02211,-34.865166,28,372,2018-10-02T18:05:43,28
382,-56.02211,-34.865166,28,372,2018-10-02T18:05:58,28
383,-56.02211,-34.865166,28,372,2018-10-02T18:06:13,28
384,-56.02211,-34.865166,28,372,2018-10-02T18:06:28,28
385,-56.02211,-34.865166,28,372,2018-10-02T18:06:43,28
386,-56.02211,-34.865166,28,372,2018-10-02T18:06:58,28
387,-56.02211,-34.865166,28,372,2018-10-02T18:07:13,28
388,-56.02211,-34.865166,28,372,2018-10-02T18:07:28,28
389,-56.022137,-34.87025,54,395,2018-10-02T16:49:26,54
390,-56.02222,-34.86725,56,395,2018-10-02T17:34:12,56
391,-56.02225,-34.86497,56,372,2018-10-02T17:07:42,56
392,-56.02225,-34.874027,252,7899,2018-10-02T17:22:42,252
393,-56.022278,-34.870888,96,372,2018-10-02T16:50:11,96
394,-56.022278,-34.87422,269,863,2018-10-02T17:44:12,269
395,-56.022335,-34.867195,54,395,2018-10-02T16:48:41,54
396,-56.02236,-34.87097,1107,372,2018-10-02T17:25:12,1107
397,-56.022415,-34.864918,54,395,2018-10-02T16:46:56,54
398,-56.02244,-34.864944,96,395,2018-10-02T17:15:42,96
399,-56.02244,-34.864944,96,395,2018-10-02T17:15:57,96
400,-56.02244,-34.87072,1107,395,2018-10-02T17:49:13,1107
401,-56.02244,-34.87411,249,7899,2018-10-02T17:04:57,249
402,-56.0225,-34.864777,56,395,2018-10-02T17:33:12,56
403,-56.0225,-34.864834,54,395,2018-10-02T16:46:41,54
404,-56.022526,-34.86475,986,395,2018-10-02T17:10:27,986
405,-56.022526,-34.864944,96,372,2018-10-02T16:53:41,96
406,-56.022526,-34.864944,96,372,2018-10-02T16:53:56,96
407,-56.022526,-34.864944,96,372,2018-10-02T16:54:11,96
408,-56.022526,-34.864944,96,372,2018-10-02T16:54:26,96
409,-56.022526,-34.864944,96,372,2018-10-02T16:54:41,96
410,-56.022526,-34.864944,96,372,2018-10-02T16:54:56,96
411,-56.022526,-34.864944,96,372,2018-10-02T16:55:11,96
412,-56.022526,-34.864944,96,372,2018-10-02T16:55:26,96
413,-56.022526,-34.864944,96,372,2018-10-02T16:55:41,96
414,-56.022526,-34.864944,96,372,2018-10-02T16:55:56,96
415,-56.022526,-34.864944,96,372,2018-10-02T16:56:11,96
416,-56.022526,-34.864944,96,372,2018-10-02T16:56:26,96
417,-56.022526,-34.864944,96,372,2018-10-02T16:56:41,96
